id_node	label	x	y
7581	YP_026246.1	60.96660176151363	-48.084223747078795
7563	YP_026222.1	337.96660176151363	1489.9157762529212
7532	NP_418049.1	-1613.6069433281618	-1456.266851661544
7475	NP_416686.1	-1429.459853148811	-1562.5842237470788
7465	NP_416045.1	-1613.6069433281618	-1668.9015958326136
7365	NP_416959.1	-1361.0333982384864	-965.0842237470788
7357	NP_417053.2	430.96660176151363	871.9157762529212
7334	NP_416219.1	-2618.5314315619335	174.57337067366097
7332	NP_415781.1	-2525.7399097074294	100.57460128079492
7330	NP_415780.1	-2410.03077455696	126.984456306217
7328	NP_415779.1	-2358.5353649150393	233.9157762529212
7326	NP_415778.3	-2410.03077455696	340.8470961996254
7324	NP_415777.1	-2525.7399097074294	367.2569512250475
7322	NP_415776.1	-2618.5314315619335	293.25818183218144
7317	NP_417069.1	-3930.959853148811	1515.9157762529212
7314	NP_415272.1	-4115.106943328163	1622.233148338456
7312	NP_415271.1	-4115.106943328163	1409.5984041673864
7310	NP_418807.4	-4053.7245799350453	1515.9157762529212
7308	YP_588450.2	-2208.6510348453694	3437.233148338456
7306	YP_588449.2	-2331.4157616316033	3437.233148338456
7304	NP_417096.1	-2392.7981250247203	3330.9157762529203
7302	NP_417095.1	-2331.4157616316033	3224.5984041673864
7300	NP_417094.1	-2208.6510348453694	3224.5984041673864
7295	NP_415507.2	-2147.2686714522524	3330.9157762529203
7276	NP_418747.1	446.96660176151363	-700.0842237470788
7260	NP_418715.2	-1371.0333982384864	2221.9157762529203
7242	NP_418681.1	-1095.0333982384864	-3138.084223747079
7235	NP_418633.4	-2979.0333982384864	5011.91577625292
7227	NP_418613.2	-3893.0333982384864	3958.9157762529203
7226	NP_418612.1	-3559.0333982384864	4067.9157762529203
7223	YP_026257.1	4689.020774909947	-1776.6383968955097
7221	YP_026256.2	4756.787797628626	-1675.217880176051
7219	YP_026255.1	4780.584411447196	-1555.5842237470788
7217	YP_026254.1	4587.600258190488	-1266.763027879967
7215	YP_026253.1	4348.33294533254	-1266.763027879967
7213	NP_418670.1	4529.348965154631	-1449.266851661544
7202	NP_418241.1	4406.584238368397	-1449.266851661544
7200	NP_418239.1	4406.584238368397	-1661.9015958326136
7198	NP_418238.1	4246.912428613082	-1334.530050598647
7196	NP_418236.1	4179.145405894403	-1675.2178801760529
7194	NP_418232.2	4348.33294533254	-1844.4054196141906
7192	NP_418231.1	4587.600258190488	-1844.4054196141897
7187	NP_417823.1	4756.787797628626	-1435.9505673181056
7167	NP_417055.4	4590.731328547748	-1555.5842237470788
7165	NP_417054.2	4179.145405894403	-1435.9505673181056
7154	NP_416295.1	4689.020774909945	-1334.530050598647
7137	NP_416172.1	4345.20187497528	-1555.5842237470788
7135	NP_416171.1	4529.348965154631	-1661.9015958326136
7133	NP_415947.1	4155.348792075832	-1555.5842237470797
7131	NP_415946.1	4246.912428613082	-1776.6383968955115
7129	NP_415925.2	4467.966601761514	-1868.2020334327617
7119	NP_414887.2	4467.966601761514	-1242.9664140613959
7115	NP_418599.1	4467.966601761514	-1555.5842237470788
7098	NP_418541.2	-201.03339823848637	-1284.0842237470788
7090	NP_418540.1	-159.03339823848637	-1320.0842237470788
7087	NP_418466.1	-411.03339823848637	-1654.0842237470788
7079	NP_416409.1	-623.0333982384864	-1550.0842237470788
7065	NP_418537.1	-196.03339823848637	-1149.0842237470788
7060	NP_418512.1	-3886.7686714522524	2969.9157762529203
